"name","cleanm","cid","tid","MolecularWeight","Complexity","inSmall","structCluster","pharma","night1_sleep","day1_sleep","night2_sleep","day2_sleep","night1_sleepBout","day1_sleepBout","night2_sleepBout","day2_sleepBout","night1_sleepLength","day1_sleepLength","night2_sleepLength","day2_sleepLength","night1_sleepLatency","day1_sleepLatency","night2_sleepLatency","day2_sleepLatency","night1_averageActivity","day1_averageActivity","night2_averageActivity","day2_averageActivity","night1_averageWaking","day1_averageWaking","night2_averageWaking","day2_averageWaking","daymean_averageWaking","nightmean_averageWaking"
"Naltriben Methanesulfonate","Naltriben Methanesulfonate","11957658",NA,511.6,865,TRUE,83,"OPI-",1.1198,2.0672,0.63493,1.4825,-0.51657,1.1469,0.3733,1.9198,1.3232,0.018579,0.46157,0.39734,-0.17549,-0.27703,-0.0065325,-0.29296,-0.73034,-1.159,2.5869,-1.0404,0.23035,-0.17357,4.9732,-0.56119,-0.39289,2.647
"Bisoprolol hemifumarate salt","Bisoprolol","2405","D0K3ZR",325.4,278,FALSE,760,"ADR-B-1-",0.92019,0.50796,0.35046,0.63365,-1.1897,-0.48713,-1.3404,0.025462,1.9124,0.012258,1.3566,0.98086,-0.33459,-0.054307,-0.088098,-0.21239,-0.59534,-0.3518,0.38002,-0.45894,-0.33444,-0.19592,0.81919,-0.2454,-0.23125,0.17054
"Bisoprolol fumarate","Bisoprolol","2405","D0K3ZR",325.4,278,FALSE,760,"ADR-B-1-",0.45548,1.0273,0.51361,1.2974,0.0095786,0.14405,0.22997,0.18742,-0.044807,0.29633,-0.044358,0.8114,-0.39424,-0.37888,-0.40762,-0.42084,-0.45074,-0.29715,-0.23885,-0.45266,-0.43002,0.26932,0.004592,0.28021,0.2963,-0.23858
"L-750,667 trihydrochloride","750,667 trihydrochloride","6603897","D0Q4DP",418.3,377,FALSE,711,"DOPA-D2-",1.5198,2.7871,2.0277,2.0467,-1.863,-0.70766,-2.5016,-0.21834,10.331,62.564,3.5148,106.8,-0.23744,4.7519,1.7204,0.65425,-1.2583,-1.7484,-1.5313,-1.6561,-1.2495,-1.8781,-1.73,-1.5179,-1.7988,-1.8824
"Linopirdine","Linopirdine","3932","D08YHS",391.5,555,FALSE,373,"NEURT+",1.4968,2.4444,1.6272,2.5963,-1.0106,0.18385,-0.57694,0.32409,2.1428,2.2768,1.4257,3.1428,-0.50432,-0.12997,-0.681,-0.4948,-1.2999,-1.5481,-1.2917,-1.4779,-1.308,-1.5257,-0.94404,-0.93225,-1.3361,-1.3865
"L-741,626","741,626","133633","D0M3PV",340.8,416,TRUE,275,"DOPA-",1.2677,1.7529,0.72903,0.94616,-0.50357,0.95752,0.038256,0.74548,1.0182,0.93745,0.55514,0.46825,-0.3542,-0.3631,-0.11676,-0.18838,-0.66099,-0.63629,2.6484,-0.040565,1.6508,0.90369,4.7933,0.34,0.65156,4.1761
"L-741,626","741,626","133633","D0M3PV",340.8,416,TRUE,275,"DOPA-",0.6088,-0.16845,-0.12033,-0.078411,-0.31706,-0.64636,-0.35362,-0.23245,0.5996,0.61112,0.21162,0.26599,-0.21041,-0.35191,0.14171,-0.52676,-0.59633,0.43975,0.40877,-0.047805,-0.49218,0.34597,0.56692,-0.10914,0.12233,-0.074798
"L-741,626","741,626","133633","D0M3PV",340.8,416,TRUE,275,"DOPA-",1.2117,1.5532,0.070854,0.69456,-0.82012,1.2539,0.69738,1.5733,0.9902,0.39194,-0.18862,-0.11524,-0.54438,-0.43558,-0.014002,-0.0029382,-0.65651,-0.8409,3.6447,-0.81953,2.0505,0.23024,2.1754,-0.66282,-0.2606,2.7635
"L-733,060 hydrochloride","733,060","132846","D02TKI",403.4,466,FALSE,812,"NK-1-",-0.069909,0.83778,1.4832,1.9154,0.51048,0.37342,-2.2907,-0.19593,-0.34822,0.5384,21.369,40.445,-0.55019,0.30498,1.7875,-0.22486,2.0942,-1.0211,-0.96845,-1.5913,3.5652,-1.3244,-0.99728,-1.4965,-1.6148,1.7572
"Metoclopramide hydrochloride","Metoclopramide","4168","D08VYV",299.79,300,FALSE,323,"DOPA-",1.2769,0.95201,0.75336,1.1315,-0.79015,0.16335,-0.040841,0.041665,1.2275,0.79168,0.5044,1.8681,-0.44594,-0.13693,-0.52986,-0.43278,-1.0563,-0.31893,-0.41081,-0.24988,-0.61539,0.27648,0.024071,0.38639,0.38541,-0.33691
"Metoclopramide HCl","Metoclopramide","4168","D08VYV",299.79,300,FALSE,323,"DOPA-",1.1049,-0.40123,0.12705,-0.037443,-0.42069,-0.85671,0.37087,-0.078156,0.88407,1.2591,-0.10459,0.10242,-0.2879,-0.31518,-0.14527,-0.07534,-0.8768,0.74382,0.24443,0.24947,-0.55155,0.60267,0.61337,0.36991,0.52577,-0.094997
"R(-)-Me5","Me5","9954980",NA,441.9,735,FALSE,881,"CHA-NA-",1.2984,1.1387,1.1987,1.6245,-0.62114,0.42466,-0.38359,0.20753,1.0247,0.92359,1.0419,2.2962,-0.40424,-0.31439,-0.48956,-0.49297,-1.1721,-0.95365,-1.0155,-0.95541,-1.1529,-0.82832,-0.80141,-0.41469,-0.66513,-1.2014
"Dihydrocapsaicin","Dihydrocapsaicin","107982",NA,307.4,307,TRUE,638,"VAN+",1.2446,2.9234,1.8612,2.5757,-0.74606,-0.42074,-1.1042,0.26581,0.9414,25.656,1.6064,11.26,-0.49876,0.79212,-0.62502,-0.51303,0.1192,-1.5225,-1.274,-1.0944,2.1756,-0.61772,-0.71113,0.04221,-0.26442,0.76941
"(-)-Naproxen sodium","Naproxen","156391","D0DJ1B",230.26,277,FALSE,425,"SY-PG-",1.0309,-0.24436,0.59991,-0.028242,-0.12881,0.16335,-0.12873,-0.12869,0.43179,-0.36815,0.30838,-0.0080307,-0.41258,-0.25524,-0.24774,1.4276,-1.0306,0.18019,-0.21103,0.65069,-1.009,0.089623,0.19819,0.54128,0.39908,-0.44547
"Naproxen","Naproxen","156391","D0DJ1B",230.26,277,FALSE,722,"SY-PG-",-0.014249,-0.34661,0.60459,-0.12415,0.57858,-0.15897,0.39222,0.097816,-0.1339,-0.32032,0.3197,-0.21882,-0.48227,-0.20794,-0.37906,0.41871,-0.30252,0.041062,-0.47099,0.15776,-0.44576,-0.19961,-0.0029606,0.093093,-0.056826,-0.38636
"Naloxone benzoylhydrazone","Naloxone benzoylhydrazone","9601084","D05ZYZ",445.5,841,FALSE,83,"OPI+",0.74764,0.12126,0.62525,-0.12424,-0.42937,0.33171,-0.24759,0.13558,0.15982,-0.067983,0.034147,-0.14183,-0.35435,-0.34533,-0.23358,-0.21182,-0.65336,-0.41148,-0.40866,-0.16112,-0.6775,-0.35485,-0.23937,-0.28798,-0.34785,-0.51762
"Naloxonazine dihydrochloride","Naloxonazine","9576413","D0G1IF",650.8,1350,FALSE,83,"OPI-",0.43777,0.2261,0.96017,0.22833,-0.16034,0.036151,-0.55517,0.25812,0.020471,-0.01928,0.11873,-0.016141,-0.14496,-0.2111,-0.20135,-0.090031,-0.5095,-0.18717,-0.45313,-0.45592,-0.55843,-0.035027,-0.11654,-0.50735,-0.28526,-0.38026
"Naloxonazine 2HCl","Naloxonazine","9576413","D0G1IF",650.8,1350,FALSE,83,"OPI-",1.2185,0.041835,-0.13925,-0.58945,-0.80484,-0.5642,0.064621,-0.90423,1.346,0.65447,-0.16583,-0.27427,-0.37922,-0.26916,0.26612,0.71125,-0.72956,-0.42734,0.21178,-0.041985,1.3857,-0.53721,0.12833,-0.29914,-0.45127,0.88158
"NBQX disodium","NBQX","3272524","D02VKC",336.28,653,FALSE,151,"EAA-G-",0.32976,0.27134,0.44158,0.47513,0.11578,0.34578,0.30282,0.64461,-0.080258,-0.067906,-0.058682,0.015033,-0.19482,-0.32756,-0.38184,-0.39615,-0.31877,-0.25119,-0.12395,-0.19403,-0.2391,-0.062219,0.14485,0.09197,0.01365,-0.050693
"NS 2028","NS 2028","4551","D0U3YQ",269.05,333,FALSE,416,"CYC-GU-",0.84148,1.6806,0.30113,1.6329,-0.1745,0.8806,-0.02095,0.42308,0.042963,0.3306,-0.017014,1.0533,-0.56374,-0.37888,-0.42051,-0.33197,-0.026598,-0.70638,2.8607,-0.38214,1.5109,0.10954,5.4503,1.2337,0.70717,3.9676
"N-Oleoylethanolamine","N-Oleoylethanolamine","5283454","D07MBC",325.5,277,FALSE,197,"SPH-",-0.22269,0.6002,0.5028,0.75491,-0.37273,0.81961,0.20569,1.0358,-0.11352,-0.030245,-0.045207,0.0678,0.24391,-0.31572,-0.22068,-0.3188,-0.24022,-0.3046,-0.28305,-0.21039,-0.50916,-0.051874,-0.097019,0.19307,0.07236,-0.34129
"Oxolinic acid","Oxolinic acid","4628",NA,261.23,446,FALSE,299,"DNA-G-",0.59182,0.5693,0.43798,0.49901,0.094536,0.68826,0.73181,0.71531,-0.035916,-0.049858,-0.086244,0.074667,-0.36432,-0.35914,-0.33027,-0.34843,-0.44142,-0.2728,-0.23125,-0.17501,-0.22652,0.065252,-0.03041,0.14696,0.11322,-0.1437
"Oxolinic acid","Oxolinic acid","4628",NA,261.23,446,FALSE,299,"DNA-G-",0.74322,0.89307,-0.0058222,0.68133,-0.062937,-0.0062001,0.2391,-0.31724,0.73467,1.3623,-0.20262,1.6011,-0.21729,-0.28344,0.20144,-0.12269,-0.73537,-0.54296,0.090602,0.15112,-0.26017,0.11294,0.0016767,0.54681,0.34765,-0.15925
"4-Methylpyrazole hydrochloride","4-Methylpyrazole","3406","D02NJA",82.1,44,FALSE,33,"AD-",0.90693,0.48083,0.10868,0.17708,-0.68777,-0.031633,-0.092149,-0.13513,0.4279,0.30446,-0.10994,0.19814,-0.28318,-0.30147,-0.2765,-0.31889,-0.87138,-0.4454,-0.16036,0.04349,-0.67293,-0.074816,-0.14063,0.31357,0.13109,-0.57954
"Nocodazole","Nocodazole","4122",NA,301.32,420,FALSE,271,"MICTUBE-",-0.29683,1.5674,2.1376,2.6425,0.27773,-1.0848,-3.5073,-2.3544,-0.13552,22.058,47.554,100.4,-0.25773,2.0955,3.0659,-0.2428,2.6526,-1.2215,-1.6856,-1.5704,3.6213,-1.2734,-2.6382,-2.3244,-2.0449,2.6853
"Nocodazole","Nocodazole","4122",NA,301.32,420,FALSE,271,"MICTUBE-",1.1459,3.1391,3.4055,2.8735,-2.6082,-1.4583,-3.0791,-1.4845,8.1468,5.8861,270.14,5.5559,0.21764,8.3411,0.43745,2.8152,0.30249,-1.8226,-2.4472,-1.6033,2.138,-1.4264,-3.6172,-1.5468,-1.9413,-0.21621
"N-omega-Methyl-5-hydroxytryptamine oxalate salt","N-omega-Methyl-5-hydroxytryptamine","260390",NA,280.28,258,FALSE,302,"5HT-",0.61216,0.27457,0.45363,0.27454,-0.13605,0.22399,-0.13728,0.22204,0.045399,-0.052622,0.42131,-0.0052389,-0.024394,-0.33136,-0.10733,-0.31889,-0.36284,-0.011906,-0.26994,0.34105,0.10814,0.42851,-0.024256,0.8243,0.68955,0.073722
"Moxonidine hydrochloride","Moxonidine","4810","D0E9PK",241.68,275,FALSE,226,"IMID-I1+",0.51893,0.38414,-0.21432,0.33223,-0.10607,0.17798,0.41185,0.23633,-0.011463,0.060453,-0.33737,0.10276,-0.19833,-0.31642,-0.26625,-0.35207,-0.64719,-0.46421,0.33973,-0.30691,-0.61445,-0.4727,0.41941,-0.13805,-0.3367,-0.30219
"Moxonidine","Moxonidine","4810","D0E9PK",241.68,275,FALSE,226,"IMID-I1+",0.36837,0.96545,0.15973,0.81888,0.20455,0.34762,0.26829,0.60905,-0.030527,0.76542,-0.10604,0.64387,-0.2986,-0.1469,-0.012828,-0.32195,-0.28868,-0.59085,0.2417,-0.56768,0.022351,-0.19881,0.48537,-0.27396,-0.25266,0.27031
"MRS 1845","MRS 1845","11538542",NA,398.4,798,FALSE,627,"CHA-CA-",1.4992,2.2791,2.1627,2.6076,-2.3549,-2.2453,-3.6201,-2.221,4.6686,81.395,23.222,33.4,5.5969,7.8074,1.9278,1.6597,-1.1808,-1.4694,-1.6915,-1.5664,-2.179,-1.8295,-3.4497,-2.0747,-2.2524,-3.1173
"Bio","Bio","448949","D06OAH",356.17,438,TRUE,399,"KI-GS-3-",0.80273,1.2801,0.9444,1.4888,-0.71176,0.080841,-0.77668,0.15537,1.038,0.7738,1.4349,1.3102,-0.36803,-0.24469,-0.30726,-0.31499,-0.75508,-1.1275,-0.63129,-1.1499,-0.31752,-1.1485,0.18945,-0.84265,-1.0969,-0.16746
"MRS 1523","MRS 1523","3661570","D0ZL2A",399.5,492,FALSE,339,"ADS-",-0.1515,0.015826,-0.89324,-0.26646,0.18778,-0.21568,-0.95722,-0.82567,-0.37784,-0.034273,-0.38831,0.3699,0.39561,-0.35153,1.3511,1.4036,0.73234,0.71467,5.377,1.1542,0.51922,0.96295,4.6339,1.3553,1.2763,2.3223
"Melphalan","Melphalan","460612","D00FGO",305.2,265,FALSE,851,"DNA-",0.7904,0.25339,0.30467,0.17609,-0.59182,0.45916,0.17866,0.31253,0.40207,-0.14044,-0.078724,-0.10083,-0.27894,-0.36125,-0.35852,-0.40085,-0.77544,-0.56575,-0.37547,-0.32338,-0.55587,-0.70714,-0.32496,-0.36985,-0.59347,-0.56525
"Olomoucine","Olomoucine","4592","D00BPA",298.34,338,FALSE,360,"KI-PR-",1.0932,0.54958,0.93496,0.38532,-0.54114,0.32964,-0.058422,0.30167,0.95995,0.37745,0.98038,0.2365,-0.31615,-0.34938,-0.32567,-0.51296,-0.96106,-0.34747,-0.36682,0.074317,-0.55171,-0.1044,0.18918,0.18539,0.041725,-0.22683
"Oleic Acid","Oleic Acid","445639","D0A4EA",282.5,234,FALSE,572,"KI-PR-C-",0.7285,1.0663,-0.57207,0.47685,-0.55656,0.51478,-0.68051,0.36315,0.66112,0.76592,-0.24374,0.29795,-0.22249,-0.36283,0.84089,-0.4843,-0.59461,-0.69045,0.99951,-0.11511,-0.09219,-0.028902,0.49821,0.10529,0.039915,0.24076
"Oxymetazoline Hydrochloride","Oxymetazoline","4636","D09EBS",260.37,345,TRUE,14,"ADR-A-2+",0.070985,1.0694,-0.30048,0.87154,-0.41002,-0.15259,-0.20042,0.61727,0.13298,1.8683,-0.21054,0.45297,0.0012488,-0.36822,-0.13124,-0.47202,0.68714,-0.63877,1.5729,-0.69257,1.2961,-0.0074205,1.5052,-0.3123,-0.16809,1.6973
"Oxymetazoline HCl","Oxymetazoline","4636","D09EBS",260.37,345,FALSE,14,"ADR-A-2+",-0.68253,-0.23441,-0.98466,-0.30701,0.34987,-0.19361,-0.56872,-0.10196,-0.47776,-0.14277,-0.58679,-0.30365,0.11356,-0.23352,1.0195,-0.33549,-0.012246,-0.097323,0.98436,-0.096299,-0.28165,-0.41795,0.38759,-0.314,-0.38551,-0.098583
"Oxymetazoline hydrochloride","Oxymetazoline","4636","D09EBS",260.37,345,FALSE,14,"ADR-A-2+",-1.667,0.37226,-0.22236,0.27522,1.0098,0.49111,-0.24056,0.39882,-0.7536,-0.078117,-0.075835,-0.10105,0.7459,-0.35431,0.47153,-0.31064,0.27593,-0.46931,0.39446,-0.65447,-0.056794,-0.44364,0.57231,-0.61562,-0.60052,0.14406
"Oxymetazoline","Oxymetazoline","4636","D09EBS",260.37,345,FALSE,14,"ADR-A-2+",0.5003,1.0498,0.26569,1.1047,-0.46442,-0.19695,-0.14568,-0.3081,0.66527,1.4586,0.043627,2.6059,-0.18141,-0.27958,-0.082717,-0.33962,-0.25202,-0.54178,0.52907,-0.57393,0.15368,0.03426,1.1576,0.17587,0.1134,0.70361
"Sodium Oxamate","Sodium Oxamate","5242",NA,111.03,90,FALSE,145,"LD-",0.79883,0.45479,0.8036,0.70392,-0.53342,0.12297,-0.092231,0.35085,0.68771,0.47803,0.87021,0.91232,-0.32656,-0.37495,-0.30839,-0.41334,-0.64727,-0.048032,-0.35325,0.246,-0.066612,0.18128,0.37329,0.87875,0.55857,0.18191
"Oxybutynin Chloride","Oxybutynin Chloride","91505","D0R1DH",393.9,490,TRUE,766,"ACH-M-",1.0098,0.98276,1.5438,1.3768,-0.1015,1.4362,-0.22071,1.3018,0.80279,0.09102,1.8633,0.55371,-0.26932,-0.34669,-0.42937,-0.51569,-0.72915,-1.0675,-0.72258,-1.2987,0.26268,-0.711,0.94417,-0.75385,-0.77559,0.72568
"Oxiracetam","Oxiracetam","4626","D0Z4BV",158.16,192,FALSE,319,"ACH+",1.0605,0.37936,0.98644,0.54937,-0.50257,0.34255,0.17824,0.46152,1.2682,0.26618,1.164,0.29308,-0.29534,-0.36418,-0.40776,-0.41334,-1.0413,0.038903,-0.72064,-0.007254,-0.91418,0.28579,-0.06469,0.28015,0.29974,-0.6017
"Ouabain","Ouabain","439501","D0AR3J",584.7,1080,FALSE,659,"CHA-NA-K-",0.82173,0.45479,0.41309,0.34014,-0.12464,0.2263,-0.18013,0.49021,0.52332,0.35203,0.52103,0.12307,-0.34737,-0.37225,-0.10532,-0.33283,-0.74485,-0.49105,0.13859,-0.22327,-0.25144,-0.34324,0.41563,-0.12809,-0.25048,0.093362
"Ouabain","Ouabain","439501","D0AR3J",584.7,1080,FALSE,659,"CHA-NA-K-",1.351,1.4031,1.0563,1.2623,-0.83502,0.63197,-0.11392,0.80822,1.9422,0.029671,1.0028,1.1266,-0.38562,-0.24292,-0.4723,-0.39255,-0.82231,-1.0236,-0.67406,-1.0107,0.85087,-0.40911,0.47995,-0.44152,-0.45149,0.84621
"Odq","Odq","1456","D0R3FS",187.15,337,TRUE,484,"CYC-GU-",1.4334,2.163,2.0177,2.0746,-1.6132,-0.32051,-1.0659,-0.1287,2.966,4.2164,3.9201,3.3813,-0.37339,-0.20673,-0.37752,-0.45564,-0.89237,-1.2833,-0.34101,-0.9603,1.0725,0.32068,2.9075,0.56323,0.46713,2.397
"Odq","Odq","1456","D0R3FS",187.15,337,TRUE,484,"CYC-GU-",0.36005,-0.089508,-1.3243,-0.52245,-1.262,-0.74458,-3.1381,-0.93794,1.3388,0.010261,0.46885,0.52331,-0.010393,0.23865,2.6058,-0.40597,2.2472,2.3376,16.315,2.5963,4.6179,3.24,14.782,2.5456,3.1152,10.672
"5-Methoxy DMT oxalate","5-Methoxy DMT","9944443",NA,308.33,292,FALSE,419,"5HT+",1.0033,-0.095215,0.84115,0.85191,-0.57429,0.15327,-0.033597,0.47526,0.56012,-0.25836,0.78032,0.88372,-0.38501,-0.31346,-0.36504,-0.3314,-0.9636,-0.35674,-0.75952,-1.0023,-1.0164,-0.38459,-0.47643,-0.89648,-0.73329,-0.983
"Metaproterenol hemisulfate","Metaproterenol","4086",NA,211.26,177,FALSE,417,"ADR-B-2+",0.5261,-0.37262,-0.017234,-0.032369,0.076111,-0.59569,0.30412,-0.012583,0.10242,-0.066784,-0.21974,-0.058873,-0.28503,-0.30947,0.28647,0.40557,-0.68476,0.7162,0.15743,0.38907,-0.75733,0.83028,0.25743,0.63826,0.82138,-0.37124
"Mianserin Hydrochloride","Mianserin","4184","D0R6RO",264.4,342,FALSE,166,"5HT-",-0.16256,0.8278,1.0685,0.67528,0.33212,1.1203,-1.3295,0.166,-0.3232,-0.026385,2.1801,0.64675,0.4966,-0.24826,-0.57691,-0.14851,0.922,-0.77589,1.4936,-0.69044,1.716,-0.63121,1.5459,-0.76614,-0.7894,2.097
"Mianserin","Mianserin","4184","D0R6RO",264.4,342,TRUE,166,"5HT-",-1.0523,0.035508,-0.6411,0.24839,-0.82279,0.20273,-1.8908,-0.60212,-0.45966,-0.17676,0.11227,1.4785,0.38731,0.0010857,0.80356,0.0057863,8.1979,1.0584,6.9902,0.097068,8.8509,0.91142,6.6975,-0.093452,0.42555,8.7428
"Mevastatin","Mevastatin","64715","D0J9GD",390.5,637,FALSE,532,"RED-HMG-",1.2662,2.2037,2.706,3.3854,-1.4184,-1.065,-3.6621,-1.8638,3.4431,40.477,78.044,230.23,-0.32593,0.57709,-0.53984,1.571,-0.94131,-1.4114,-1.9046,-1.7462,-0.1406,-0.80972,-2.7213,-1.8026,-1.289,-1.0643
"8-Methoxymethyl-3-isobutyl-1-methylxanthine","8-Methoxymethyl-3-isobutyl-1-methylxanthine","155806",NA,266.3,374,FALSE,449,"ES-P-1-",0.88615,0.50903,1.0721,0.67872,-0.46358,0.053723,-0.1357,0.061464,0.58062,0.49384,0.92102,0.94706,-0.36229,0.404,-0.36504,-0.39393,-0.8126,0.0068346,-0.90952,-0.18082,-0.32646,0.42619,-0.33933,0.23866,0.36938,-0.42561
"MK-886","MK-886","3651377","D0K2ER",472.1,638,FALSE,453,"FLAP-",0.35322,2.7343,2.773,3.3877,-0.65732,-2.0083,-3.8741,-1.8768,0.98594,191.35,0,275.97,-0.3941,6.5445,0,1.571,-0.1949,-1.615,-1.9219,-1.7471,0.53123,-0.76988,-3.167,-2.2066,-2.3914,-1.501
"Mexiletene hydrochloride","Mexiletene","21467",NA,215.72,139,FALSE,881,"CHA-NA-",0.80185,0.30324,0.97864,0.87484,-0.29752,0.091644,-0.68546,0.25311,0.36458,0.21711,1.1728,1.1406,-0.28503,-0.23348,-0.055175,-0.33609,-0.80205,-0.068454,-0.62205,-0.55228,-0.59945,0.19801,0.14744,-0.15675,0.014463,-0.32707
"Methylergonovine maleate","Methylergonovine","8226","D05AHE",339.4,549,FALSE,270,"DOPA-",1.0619,-0.12144,0.73892,-0.32713,-1.2385,-0.4677,-0.83469,-0.74434,2.2077,0.66334,1.6584,0.62003,-0.29867,-0.077276,0.25469,-0.14503,-0.90184,-0.43749,-0.58773,-0.44079,-0.65735,-0.62703,-0.13672,-0.65466,-0.72169,-0.53466
"Orphenadrine hydrochloride","Orphenadrine","4601","D0D9FV",269.4,260,FALSE,748,"ACH-M-",0.11251,1.0632,1.4205,1.0328,-0.024296,0.67999,-0.18875,0.73398,-0.15422,0.24549,1.0025,0.22512,-0.1755,-0.27378,-0.52529,-0.38911,0.10779,-0.87713,-0.61271,-0.957,0.71464,-0.58472,1.5115,-0.69459,-0.71234,1.0778
"Orphenadrine hydrochloride","Orphenadrine","4601","D0D9FV",269.4,260,FALSE,748,"ACH-M-",0.72108,1.1376,1.2663,1.3202,-0.25237,-0.17496,-0.13427,0.42308,0.024817,0.46491,0.077282,0.56226,-0.53383,-0.30979,-0.30448,-0.44553,-0.23313,-0.46916,-0.34338,-0.813,0.22739,0.090116,0.64375,-0.24162,-0.076573,0.4976
"Tg003","Tg003","1893668","D06MBI",249.33,329,TRUE,632,"KI-CLK-",0.57607,1.8118,-0.60726,-0.054179,-0.79983,-0.56666,-1.6136,-0.39375,0.69705,2.1575,0.48474,0.18083,-0.3381,0.46704,1.1317,-0.33941,0.067014,-1.3033,1.7925,-0.079082,1.5904,-1.4052,2.4118,-0.32134,-0.79848,2.0829
"Ofloxacin","Ofloxacin","4583","D03NHW",361.4,634,FALSE,781,"TO-2-",-0.73237,-0.10846,0.33904,-0.31503,0.46552,0.56666,0.33802,0.51317,-0.52195,-0.34511,-0.026853,-0.45455,-0.1755,-0.43483,-0.22822,-0.24002,0.21159,0.10287,-0.14004,-0.08245,0.25124,0.14028,0.30675,-0.35576,-0.18311,0.30441
"Ofloxacin","Ofloxacin","4583","D03NHW",361.4,634,FALSE,781,"TO-2-",0.43433,1.0817,0.62876,0.92863,-0.026407,0.38759,0.0085442,0.74947,0.22557,1.0027,0.13196,0.60833,-0.2986,-0.014223,-0.31389,-0.34775,-0.22454,-0.22827,-0.065389,-0.32707,0.052023,0.50817,0.42155,0.065952,0.30137,0.2539
"Oxotremorine Sesquifumarate Salt","Oxotremorine","4630","D0L1XR",206.28,293,FALSE,130,"ACH-M-2+",-0.22395,0.52925,1.8205,0.65625,0.46552,2.0589,-0.75006,1.29,-0.40741,-0.38301,1.6023,-0.20797,0.54716,-0.33015,-0.44607,-0.38519,-0.14358,-0.88856,-1.2669,-0.66185,-0.37464,-1.2439,-0.15948,-0.68737,-0.97985,-0.35507
"*(S)Oxatomide","Oxatomide","4615","D0AJ5L",426.6,575,TRUE,620,"HIST-1-",-2.5144,0.20463,-0.56971,-0.51445,0.96213,1.648,0.7698,0.73792,-0.86933,-0.41922,-0.60368,-0.62187,-0.1213,1.377,0.64977,0.0071544,3.0853,-0.23584,2.7749,0.036292,3.6989,0.083656,4.3181,-0.29709,-0.16675,4.4159
"SB 216763","SB 216763","176158","D0A1YQ",371.2,621,FALSE,617,"KI-GS-3-",-0.034536,-0.14394,1.0168,0.1212,0.043733,0.20305,-0.1283,0.20166,-0.27294,-0.30172,0.80144,-0.12287,-0.32004,0.20131,-0.50548,0.13924,0.0013963,0.096032,-0.56151,-0.24846,0.18485,-0.10959,0.37811,-0.38866,-0.30867,0.27453
"Oxaprozin","Oxaprozin","4614","D0M9DC",293.3,361,TRUE,668,"SY-PG-",-1.0589,0.43701,0.33904,0.24228,0.22061,-0.33055,-1.7345,-0.042811,-0.01046,0.53448,1.6125,0.27342,2.4984,0.6603,1.6106,-0.18248,0.81614,-0.025254,0.82993,-0.13462,1.2308,0.50148,1.176,-0.044041,0.17741,1.3829
"Oxaprozin","Oxaprozin","4614","D0M9DC",293.3,361,TRUE,668,"SY-PG-",-0.076245,1.5265,1.7254,0.43733,-0.76913,-0.0067884,-0.89271,0.27153,0.29245,0.0072202,4.3617,-0.089246,0.25407,0.24576,-0.35918,0.5333,2.1874,-0.565,-0.8172,-0.23811,3.7037,1.0544,1.9833,-0.02233,0.52139,3.5101
"Oxotremorine methiodide","Oxotremorine methiodide","3027782",NA,322.19,277,FALSE,198,"ACH-M+",-0.50308,-0.43752,-0.77249,-0.079997,0.030127,0.06611,0.044412,0.67878,-0.33687,-0.37816,-0.54771,-0.42039,0.3665,-0.048315,1.0657,0.02154,0.15427,-0.1538,0.42637,-0.44905,0.24733,-0.55302,-0.083367,-0.62798,-0.6541,0.17183
"Molsidomine","Molsidomine","5353788","D08VXL",242.23,270,FALSE,53,"NO+",0.77865,-0.06136,-0.19639,-0.016949,-0.44849,-0.132,0.049129,-0.11063,0.73441,0.07857,-0.18539,0.10343,-0.22277,-0.22855,0.74519,-0.084712,-0.40383,-0.10864,0.63704,-0.048361,0.77624,-0.15383,0.71087,-0.048089,-0.1065,0.8322
"Molsidomine","Molsidomine","5353788","D08VXL",242.23,270,FALSE,53,"NO+",-1.6421,-0.23707,0.11185,-0.12807,0.98934,0.26916,0.061683,0.20955,-0.77224,-0.35281,-0.069444,-0.26596,1.7034,2.3111,0.3461,-0.26879,0.19392,0.13406,-0.4311,0.33536,-0.25057,0.13459,-0.68345,0.21913,0.20411,-0.42884
"3-Methyl-6-(3-[Trifluoromethyl]Phenyl)-1,2,4-Triazolo[4,3-B]Pyridazine","3-Methyl-6-(3-[Trifluoromethyl]Phenyl)-1,2,4-Triazolo[4,3-B]Pyridazine","6603922",NA,278.23,341,TRUE,102,"GABA+",1.0667,0.85034,1.1169,0.71033,-0.8865,0.092821,-1.1522,0.021018,1.4955,1.3228,1.9528,0.88094,-0.48473,-0.30509,0.16458,-0.13014,-0.36539,-0.54322,-0.073523,-0.54854,1.955,-0.32762,2.7912,-0.35343,-0.36313,2.6263
"Mizoribine","Mizoribine","104762","D0G5AG",259.22,329,FALSE,237,"IM-",1.1455,0.28737,0.4481,0.64761,-1.1493,0.19274,0.34134,0.78458,2.082,0.27551,-0.0082495,0.24989,-0.28481,-0.27447,-0.012828,-0.41029,-0.4933,-0.091551,0.16504,-0.30297,1.3618,0.090878,1.0358,0.035231,0.066622,1.348
