"name","cleanm","cid","tid","nfingerprints","library","concentration","MolecularWeight","Complexity","inSmall","structCluster","pharma","day1_sleep","day2_sleep","day1_sleepBout","day2_sleepBout","day1_sleepLength","day2_sleepLength","day1_sleepLatency","day2_sleepLatency","day1_averageActivity","day2_averageActivity","day1_averageWaking","day2_averageWaking","daymean_averageWaking","night1_sleep","night2_sleep","night1_sleepBout","night2_sleepBout","night1_sleepLength","night2_sleepLength","night1_sleepLatency","night2_sleepLatency","night1_averageActivity","night2_averageActivity","night1_averageWaking","night2_averageWaking","nightmean_averageWaking"
"Sodium Oxamate","Sodium Oxamate",5242,NA,1,"LOPAC","10 uM",111.03,"90",FALSE,"145","LD-",0.45479,0.70392,0.12297,0.35085,0.47803,0.91232,-0.37495,-0.41334,-0.048032,0.246,0.18128,0.87875,0.55857,0.79883,0.8036,-0.53342,-0.092231,0.68771,0.87021,-0.32656,-0.30839,-0.64727,-0.35325,-0.066612,0.37329,0.18191
"Oxybutynin Chloride","Oxybutynin Chloride",91505,"D0R1DH",1,"LOPAC","10 uM",393.9,"490",TRUE,"766","ACH-M-",0.98276,1.3768,1.4362,1.3018,0.09102,0.55371,-0.34669,-0.51569,-1.0675,-1.2987,-0.711,-0.75385,-0.77559,1.0098,1.5438,-0.1015,-0.22071,0.80279,1.8633,-0.26932,-0.42937,-0.72915,-0.72258,0.26268,0.94417,0.72568
"Oxiracetam","Oxiracetam",4626,"D0Z4BV",1,"LOPAC","10 uM",158.16,"192",FALSE,"319","ACH+",0.37936,0.54937,0.34255,0.46152,0.26618,0.29308,-0.36418,-0.41334,0.038903,-0.007254,0.28579,0.28015,0.29974,1.0605,0.98644,-0.50257,0.17824,1.2682,1.164,-0.29534,-0.40776,-1.0413,-0.72064,-0.91418,-0.06469,-0.6017
"Ouabain/Ouabain/ouabain/OUABAIN","Ouabain/Ouabain/ouabain/OUABAIN",439501,"D0AR3J",4,"LOPAC/Orphan/Randall Peterson/Spectrum","10 uM/15 uM/?/30 uM",584.7,"1080/1080/1080/1080",FALSE,"659/659/659/659","CHA-NA-K-/CHA-NA-K-/CHA-NA-K-/CHA-NA-K-",0.06135,0.00570750000000003,-0.2004425,0.0665875,-0.09887975,0.0134425,0.00963499999999999,-0.1528035,0.0850125,0.0485275,0.1156375,0.04851725,0.0897375,0.6458475,0.20680425,-0.16615475,-0.09707675,0.5342975,0.26230675,-0.2839775,-0.07244675,-0.57671,-0.0328625,-0.0833075,0.1875075,0.0332805
"Odq/Odq","Odq/Odq",1456,"D0R3FS",2,"LOPAC/Randall Peterson","10 uM/?",187.15,"337/337",TRUE,"484/484","CYC-GU-/CYC-GU-",1.036746,0.776075,-0.532545,-0.53332,2.1133305,1.952305,0.01596,-0.430805,0.52715,0.818,1.78034,1.554415,1.791165,0.896725,0.3467,-1.4376,-2.102,2.1524,2.194475,-0.1918915,1.11414,0.677415,7.986995,2.8452,8.84475,6.5345
"5-Methoxy DMT oxalate","5-Methoxy DMT",9944443,NA,1,"LOPAC","10 uM",308.33,"292",FALSE,"419","5HT+",-0.095215,0.85191,0.15327,0.47526,-0.25836,0.88372,-0.31346,-0.3314,-0.35674,-1.0023,-0.38459,-0.89648,-0.73329,1.0033,0.84115,-0.57429,-0.033597,0.56012,0.78032,-0.38501,-0.36504,-0.9636,-0.75952,-1.0164,-0.47643,-0.983
"Metaproterenol hemisulfate/METAPROTERENOL","Metaproterenol/METAPROTERENOL",4086,NA,2,"LOPAC/Spectrum","10 uM/30 uM",211.26,"177/177",FALSE,"417/417","ADR-B-2+/ADR-B-2+",-0.034295,0.022632,-0.528385,-0.0952865,1.584358,0.0695385,-0.190403,0.09407,0.58969,0.710385,0.901235,0.98058,1.04249,0.56639,0.071593,0.0180035,0.06085,-0.01181,-0.22271,-0.212455,0.295475,-0.623985,0.270015,-0.62459,0.410575,-0.25933
"Mianserin Hydrochloride/Mianserin/Mianserine Hydrochloride/MIANSERIN HYDROCHLORIDE","Mianserin/Mianserin/Mianserine/MIANSERIN",4184,"D0R6RO",4,"LOPAC/Prestwick/Prestwick/Spectrum","10 uM/15 uM/15 uM/30 uM",264.4,"342/342/342/342",TRUE,"166/166/166/166","5HT-/5HT-/5HT-/5HT-",0.350217,0.502345,0.5904675,0.0474225,-0.12478375,0.815535,-0.00602107499999999,-0.244785925,0.25269,-0.1844355,0.2927225,-0.251158,0.00587500000000002,-0.3436475,0.14457325,0.0397675,-1.232725,-0.3381575,0.9046625,0.072075,0.066825,2.9186075,4.7405675,3.7437,4.4713825,4.8112
"Mevastatin/mevastatin/COMPACTIN","Mevastatin/mevastatin/COMPACTIN",64715,"D0J9GD",3,"LOPAC/Randall Peterson/Spectrum","10 uM/?/30 uM",390.5,"637/637/637",FALSE,"532/532/532","RED-HMG-/RED-HMG-/RED-HMG-",0.865226666666667,1.74828666666667,-0.763453333333333,-0.68864,14.1857433333333,78.6064933333333,0.0880433333333333,0.572233333333333,-0.414566666666667,-1.03820666666667,-0.131826666666667,-1.01550333333333,-0.607346666666667,0.547173333333333,1.55907333333333,-0.71034,-1.85667666666667,1.67806666666667,27.5513833333333,-0.130691666666667,-0.148743333333333,-0.580331666666667,-1.22535666666667,0.162403333333333,-1.18080666666667,-0.34701
"8-Methoxymethyl-3-isobutyl-1-methylxanthine","8-Methoxymethyl-3-isobutyl-1-methylxanthine",155806,NA,1,"LOPAC","10 uM",266.3,"374",FALSE,"449","ES-P-1-",0.50903,0.67872,0.053723,0.061464,0.49384,0.94706,0.404,-0.39393,0.0068346,-0.18082,0.42619,0.23866,0.36938,0.88615,1.0721,-0.46358,-0.1357,0.58062,0.92102,-0.36229,-0.36504,-0.8126,-0.90952,-0.32646,-0.33933,-0.42561
"MK-886","MK-886",3651377,"D0K2ER",1,"LOPAC","10 uM",472.1,"638",FALSE,"453","FLAP-",2.7343,3.3877,-2.0083,-1.8768,191.35,275.97,6.5445,1.571,-1.615,-1.7471,-0.76988,-2.2066,-2.3914,0.35322,2.773,-0.65732,-3.8741,0.98594,0,-0.3941,0,-0.1949,-1.9219,0.53123,-3.167,-1.501
"Mexiletene hydrochloride","Mexiletene",21467,NA,1,"LOPAC","10 uM",215.72,"139",FALSE,"881","CHA-NA-",0.30324,0.87484,0.091644,0.25311,0.21711,1.1406,-0.23348,-0.33609,-0.068454,-0.55228,0.19801,-0.15675,0.014463,0.80185,0.97864,-0.29752,-0.68546,0.36458,1.1728,-0.28503,-0.055175,-0.80205,-0.62205,-0.59945,0.14744,-0.32707
"Methylergonovine maleate/METHYLERGOMETRINE/Methylergometrine maleate","Methylergonovine/METHYLERGOMETRINE/Methylergometrine",8226,"D05AHE",3,"LOPAC/Prestwick/Prestwick","10 uM/15 uM/15 uM",339.4,"549/549/549",FALSE,"270/270/270","DOPA-/DOPA-/DOPA-",-0.517463333333333,-0.61013,-0.794533333333333,-0.82133,0.185307666666667,0.129757666666667,-0.088478,0.48137,0.114423333333333,0.0245233333333333,-0.185884666666667,-0.334061333333333,-0.295676,0.6527736,0.463595666666667,-0.62963,-0.25792,0.78286,0.624619666666667,-0.2544,-0.0721293333333333,-0.5092,-0.374683333333333,-0.224636666666667,-0.0618233333333333,-0.196713333333333
"Orphenadrine hydrochloride/Orphenadrine hydrochloride","Orphenadrine/Orphenadrine",4601,"D0D9FV",2,"LOPAC/Prestwick","10 uM/15 uM",269.4,"260/260",FALSE,"748/748","ACH-M-/ACH-M-",1.1004,1.1765,0.252515,0.57853,0.3552,0.39369,-0.291785,-0.41732,-0.673145,-0.885,-0.247302,-0.468105,-0.3944565,0.416795,1.3434,-0.138333,-0.16151,-0.0647015,0.539891,-0.354665,-0.414885,-0.06267,-0.478045,0.471015,1.077625,0.7877
"Tg003","Tg003",1893668,"D06MBI",1,"LOPAC","10 uM",249.33,"329",TRUE,"632","KI-CLK-",1.8118,-0.054179,-0.56666,-0.39375,2.1575,0.18083,0.46704,-0.33941,-1.3033,-0.079082,-1.4052,-0.32134,-0.79848,0.57607,-0.60726,-0.79983,-1.6136,0.69705,0.48474,-0.3381,1.1317,0.067014,1.7925,1.5904,2.4118,2.0829
"Ofloxacin/Ofloxacin/OFLOXACIN","Ofloxacin/Ofloxacin/OFLOXACIN",4583,"D03NHW",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",361.4,"634/634/634",FALSE,"781/781/781","TO-2-/TO-2-/TO-2-",0.167623333333333,0.106733333333333,0.11977,0.177746666666667,0.11831,0.143163333333333,-0.172388666666667,-0.109766666666667,0.224016666666667,0.0608966666666667,0.34612,-0.0153726666666667,0.154436666666667,-0.05705,0.21381,0.274891,-0.0621452666666667,-0.17083,-0.0126976666666667,-0.26081,-0.00131666666666667,-0.11478,0.00300366666666666,-0.0453856666666667,0.259851666666667,0.11356
"Oxotremorine Sesquifumarate Salt","Oxotremorine",4630,"D0L1XR",1,"LOPAC","10 uM",206.28,"293",FALSE,"130","ACH-M-2+",0.52925,0.65625,2.0589,1.29,-0.38301,-0.20797,-0.33015,-0.38519,-0.88856,-0.66185,-1.2439,-0.68737,-0.97985,-0.22395,1.8205,0.46552,-0.75006,-0.40741,1.6023,0.54716,-0.44607,-0.14358,-1.2669,-0.37464,-0.15948,-0.35507
"*(S)Oxatomide","Oxatomide",4615,"D0AJ5L",1,"LOPAC","10 uM",426.6,"575",TRUE,"620","HIST-1-",0.20463,-0.51445,1.648,0.73792,-0.41922,-0.62187,1.377,0.0071544,-0.23584,0.036292,0.083656,-0.29709,-0.16675,-2.5144,-0.56971,0.96213,0.7698,-0.86933,-0.60368,-0.1213,0.64977,3.0853,2.7749,3.6989,4.3181,4.4159
"SB 216763","SB 216763",176158,"D0A1YQ",1,"LOPAC","10 uM",371.2,"621",FALSE,"617","KI-GS-3-",-0.14394,0.1212,0.20305,0.20166,-0.30172,-0.12287,0.20131,0.13924,0.096032,-0.24846,-0.10959,-0.38866,-0.30867,-0.034536,1.0168,0.043733,-0.1283,-0.27294,0.80144,-0.32004,-0.50548,0.0013963,-0.56151,0.18485,0.37811,0.27453
"Oxaprozin/Oxaprozin/OXAPROZIN","Oxaprozin/Oxaprozin/OXAPROZIN",4614,"D0M9DC",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",293.3,"361/361/361",TRUE,"668/668/668","SY-PG-/SY-PG-/SY-PG-",0.81337,0.329943333333333,-0.1817128,0.207843,0.250596733333333,0.082602,0.238893333333333,0.06773,-0.028368,0.0165366666666667,0.821453333333333,0.143713,0.48791,-0.361126333333333,0.633666666666667,-0.153688,-1.06349,0.0665673333333333,1.96829733333333,0.932318666666667,0.979606666666667,1.014962,0.133483333333333,1.68847333333333,1.19327333333333,1.73621
"Oxotremorine methiodide","Oxotremorine methiodide",3027782,NA,1,"LOPAC","10 uM",322.19,"277",FALSE,"198","ACH-M+",-0.43752,-0.079997,0.06611,0.67878,-0.37816,-0.42039,-0.048315,0.02154,-0.1538,-0.44905,-0.55302,-0.62798,-0.6541,-0.50308,-0.77249,0.030127,0.044412,-0.33687,-0.54771,0.3665,1.0657,0.15427,0.42637,0.24733,-0.083367,0.17183
"Molsidomine/Molsidomine/MOLSIDOMINE","Molsidomine/Molsidomine/MOLSIDOMINE",5353788,"D08VXL",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",242.23,"270/270/270",FALSE,"53/53/53","NO+/NO+/NO+",-0.439543333333333,-0.366419666666667,-0.231313333333333,-0.185023333333333,-0.279513333333333,-0.25823,1.08608333333333,-0.127546333333333,0.601306666666667,0.497833,0.503886666666667,0.220330333333333,0.354103333333333,-0.76955,-0.256886666666667,0.38988,-0.031736,-0.231776666666667,-0.241498,0.868643333333333,0.408716666666667,0.0592866666666667,0.30147,0.233156666666667,0.11664,0.216843333333333
"3-Methyl-6-(3-[Trifluoromethyl]Phenyl)-1,2,4-Triazolo[4,3-B]Pyridazine","3-Methyl-6-(3-[Trifluoromethyl]Phenyl)-1,2,4-Triazolo[4,3-B]Pyridazine",6603922,NA,1,"LOPAC","10 uM",278.23,"341",TRUE,"102","GABA+",0.85034,0.71033,0.092821,0.021018,1.3228,0.88094,-0.30509,-0.13014,-0.54322,-0.54854,-0.32762,-0.35343,-0.36313,1.0667,1.1169,-0.8865,-1.1522,1.4955,1.9528,-0.48473,0.16458,-0.36539,-0.073523,1.955,2.7912,2.6263
"Mizoribine/MIZORIBINE","Mizoribine/MIZORIBINE",104762,"D0G5AG",2,"LOPAC/Spectrum","10 uM/30 uM",259.22,"329/329",FALSE,"237/237","IM-/IM-",0.328405,0.786695,0.27379,0.91959,0.1225355,0.25541,-0.386645,-0.450005,-0.1348505,-0.46982,0.131634,-0.0542745,0.03958,1.020315,0.6494,-0.568605,0.36583,1.15187,0.04726025,-0.33859,-0.166659,-0.579105,-0.21204,0.89312,0.571085,0.80372
"S-Methylisothiourea hemisulfate","Methylisothiourea",2723704,NA,1,"LOPAC","10 uM",90.15,"42",FALSE,"363","NO-",0.33409,0.30267,-0.05706,-0.022865,0.50286,0.35903,-0.39184,-0.38253,-0.096562,-0.021636,0.12539,0.26123,0.20738,0.9122,-0.351,-0.65555,-0.64081,1.1664,0.032434,-0.29171,0.27748,-0.38225,1.1919,1.0308,1.5274,1.4142
"N-Methyl-D-aspartic acid/N-Methyl-D-aspartic acid  (NMDA)/N-METHYL-D-ASPARTICACID(NMDA)/N-METHYL-D-ASPARTIC ACID (NMDA)","N-Methyl-D-aspartic acid/N-Methyl-D-aspartic acid  (NMDA)/N-METHYL-D-ASPARTICACID(NMDA)/N-METHYL-D-ASPARTIC ACID (NMDA)",22880,"D06GKL",4,"LOPAC/Ionotropic/Prestwick/Spectrum","10 uM/15 uM/15 uM/30 uM",147.13,"145/145/145/145",FALSE,"802/802/802/802","EAA-G+/EAA-G+/EAA-G+/EAA-G+",0.0160375,0.2835875,0.17425,0.3315525,-0.1014725,0.1669125,-0.321405,-0.277733,0.21099575,0.046942825,0.25511425,0.2076875,0.2499425,0.101985,-0.019825,-0.453195,-0.301155,0.4403075,0.10359,-0.146363075,0.269035,0.3701825,0.3135975,0.4343775,0.41926,0.52250775
"alpha-Methyl-DL-tyrosine methyl ester hydrochloride","alpha-Methyl-DL-tyrosine methyl ester",2112,NA,1,"LOPAC","10 uM",209.24,"224",FALSE,"848","NEURT-",0.099328,0.27372,-0.27189,0.39841,0.51453,0.12195,-0.16221,-0.19198,-0.11116,-0.27421,-0.06227,-0.13548,-0.10611,0.99425,0.27264,-0.73519,-0.032041,0.86095,0.018317,-0.33307,0.078564,-0.48108,0.31914,0.88577,0.93756,1.0166
"ML 10302","ML 10302",5311299,"D06HYB",1,"LOPAC","10 uM",312.79,"337",FALSE,"882","5HT-4+",0.61102,0.59575,0.20773,0.30626,0.62237,0.59182,-0.37653,-0.40272,-0.49896,-0.3681,-0.29468,-0.15022,-0.23557,1.0152,0.22053,-0.53609,-0.13756,0.94991,0.20483,-0.23656,0.13232,-0.57402,0.33842,0.58342,0.945,0.84311
"(±)-Octoclothepin maleate","Octoclothepin",1238,"D0D3YN",1,"NA","?",344.9,"399",FALSE,"489","DOPA-",2.0754,3.6287,-0.626,-1.5843,40.696,170.07,0.6134,2.3146,-1.7043,-2.0554,-2.427,-2.3171,-2.8208,1.5831,2.412,-2.2024,-2.7711,9.0408,32.34,0.80635,0.13486,-1.2998,-1.9844,-1.6358,-1.2393,-1.6744
"Progesterone/Progesterone/Progesterone/PROGESTERONE","Progesterone/Progesterone/Progesterone/PROGESTERONE",5994,"D07BSQ",4,"LOPAC/Prestwick/Randall Peterson/Spectrum","10 uM/15 uM/?/30 uM",314.5,"589/589/589/589",FALSE,"771/771/771/771","PROG+/PROG+/PROG+/PROG+",2.353255,2.0193425,-1.301375,0.14921835,79.2284825,36.5783075,3.66519225,0.55493,-1.1469075,-1.0747675,-0.8606975,-1.06168875,-1.10752,1.34135,1.64229,-2.611685,-1.99358,31.762953,9.20486,1.6653275,2.211755,-0.9604225,-0.71455525,-2.22767825,0.180825,-1.26901975
"Palmitoylethanolamide","Palmitoylethanolamide",4671,"D07ILQ",1,"LOPAC","10 uM",299.5,"219",FALSE,"197","CANN-2+",0.0035798,0.2959,0.39571,0.43126,-0.26591,-0.023061,-0.39719,-0.42954,0.43055,0.13668,0.51989,0.34676,0.49753,0.45757,-0.50486,0.11083,-0.21684,0.084366,-0.24351,-0.25805,0.39757,-0.28381,1.6396,0.47206,0.66779,0.78798
"Piceatannol","Piceatannol",667639,"D0O0VZ",1,"LOPAC","10 uM",244.24,"282",FALSE,"742","KI-TY-S-",0.74131,0.18086,0.24132,0.026324,0.38443,0.11172,-0.44462,-0.21958,0.40298,0.75818,1.6871,1.2118,1.6656,0.0031154,0.26223,0.32946,0.20887,-0.19966,-0.03395,-0.28633,0.19908,0.14199,0.4916,1.0159,0.5601,0.89866
"Pentamidine Isethionate/Pentamidine Isethionate/Pentamidine Isethionate","Pentamidine Isethionate/Pentamidine Isethionate/Pentamidine Isethionate",8813,NA,3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",592.7,"493/493/493",TRUE,"569/569/569","DNA-/DNA-/DNA-",0.481183333333333,1.09069566666667,0.429723333333333,0.840366666666667,0.20306,0.45544,-0.39249,-0.281124333333333,0.56197,0.08522,1.06361666666667,1.08448,1.20580666666667,0.452013666666667,0.516788666666667,-0.0445396666666667,0.158083333333333,0.500108266666667,0.516296333333333,-0.2895,-0.152206333333333,-0.375428,0.00264666666666662,0.0804233333333333,0.342651666666667,0.27588
"TBB","TBB",1694,"D0O1YH",1,"LOPAC","10 uM",434.71,"184",FALSE,"136","KI-CD-2-",2.8533,3.3906,-1.4842,-0.87454,20.646,29.745,0.55317,-0.076491,-1.7873,-2.0338,-2.3617,-2.2283,-2.6507,1.8744,2.6241,-2.9994,-3.0502,37.657,33.843,3.0042,1.6031,-1.3822,-2.062,-2.8225,-0.73797,0
"Parthenolide/Parthenolide/PARTHENOLIDE","Parthenolide/Parthenolide/PARTHENOLIDE",7251185,"D0M4KE",3,"LOPAC/Prestwick/Spectrum","10 uM/15 uM/30 uM",248.32,"437/437/437",FALSE,"719/719/719","5HT-/5HT-/5HT-",0.993476666666667,1.43704333333333,-0.304536666666667,-0.132303333333333,2.753146,29.5181066666667,-0.0520133333333333,0.18006,-0.181903333333333,-0.58641,-0.0155,-0.333368,-0.29829,-0.0604666666666667,0.85643,-0.83243,-1.32151666666667,1.20603666666667,1.57507,0.074636,0.163656666666667,0.522216666666667,-0.380776666666667,0.69462,-0.966756666666667,0.0259766666666667
"Metergoline/*(D)Metergoline","Metergoline/Metergoline",28693,"D0UA0I",2,"LOPAC/Prestwick","10 uM/15 uM",403.5,"607/607",TRUE,"219/219","PROL-/PROL-",2.16055,2.48665,1.27908,0.498605,0.107119,2.40335,-0.345355,-0.46709,-1.1057,-1.43775,0.03907,-0.420515,-0.20318,-0.16212,1.5065,1.2577,-0.20834,-0.232295,0.93141,-0.235325,-0.55828,0.885735,-0.2058395,1.6827,2.7449,2.49295
"Clorgyline Hydrochloride/*(S)Clorgyline Hydrochloride","Clorgyline/Clorgyline",4380,"D09QDP",2,"LOPAC/Prestwick","10 uM/15 uM",272.17,"263/263",TRUE,"29/29","NEURT-/NEURT-",0.961545,0.8994525,0.6908,0.43072,0.0490285,0.276895,-0.2052295,0.224145,-0.172635,-0.2842,-0.141095,-0.281725,-0.22673,0.73177,0.02395,-1.1296,-0.819195,0.62568,-0.213097,0.497415,1.06059,0.60285,4.36621,1.65739,3.9136335,3.12303
"MRS 2179","MRS 2179",5311302,NA,1,"LOPAC","10 uM",459.29,"613",FALSE,"51","PU-P2-",0.85445,1.6296,0.11708,0.45158,0.0015247,1.9892,-0.32318,-0.43059,-0.28195,-0.70964,0.22078,0.22238,0.2456,1.0275,0.72383,-0.50933,-0.34073,1.1819,0.90049,-0.34059,-0.09766,-0.81904,-0.57591,-0.39292,-0.13937,-0.3497
"Meloxicam sodium/MELOXICAM","Meloxicam/MELOXICAM",54677470,"D0G7FJ",2,"LOPAC/Spectrum","10 uM/30 uM",351.4,"628/628",FALSE,"451/451","SY-PG-/SY-PG-",0.36194,0.49965505,0.245415,0.622345,-0.19971032,0.18607,-0.17066,-0.05118,0.1046,0.076935,0.45258,0.513715,0.537965,0.86755,0.26923,-0.4462645,-0.2078355,0.96454,0.22996115,-0.43222,0.03981,-0.712835,-0.239115,-0.345485,-0.105056,-0.275335
"Morin/MORIN","Morin/MORIN",5281670,"D0NJ4H",2,"LOPAC/Spectrum","10 uM/30 uM",302.23,"488/488",FALSE,"223/223","SY-CW-/SY-CW-",0.59532,0.426915,0.783245,0.69906,0.0311285,-0.065146,-0.232055,-0.28206,-0.3829055,-0.36009,-0.0145231,-0.152195,-0.09424,0.94398,0.616305,-0.787175,-1.14732,1.096465,1.93722,-0.29118,-0.208605,-0.545965,-0.33762,-0.117498,0.2284735,-0.006452
"3-Methoxy-4-hydroxyphenethylamine hydrochloride/3-Methoxytyramine","3-Methoxy-4-hydroxyphenethylamine/3-Methoxytyramine",1669,"D09ERP",2,"LOPAC/Orphan","10 uM/15 uM",167.2,"130/130",FALSE,"596/596","DOPA-/DOPA-",0.685645,0.70974,0.0805565,0.466492,0.1804875,0.339535,-0.324125,-0.12996,-0.399002,-0.553205,-0.10749,-0.24155215,-0.18991,1.03687,0.325555,-0.8773545,-0.25962,0.64651,0.0870525,-0.362325,-0.057035,-0.732635,-0.35865,-0.3874035,-0.24299,-0.4053515
"O-Phospho-L-serine/O-Phospho-L-serine/O-Phospho-L-serine","O-Phospho-L-serine/O-Phospho-L-serine/O-Phospho-L-serine",68841,"D07PZQ",3,"LOPAC/NA/Orphan","10 uM/?/15 uM",185.07,"186/186/186",FALSE,"80/80/80","EAA-G-/EAA-G-/EAA-G-",0.8868,0.755716666666667,-0.11662,-0.0619316666666667,1.50345,0.9879,-0.212314333333333,-0.273116666666667,-0.503583333333333,-0.230605666666667,0.066775,0.339932266666667,0.22271,0.61974,0.167797866666667,-0.84104,-0.5573,0.877813333333333,0.776351333333333,-0.237636666666667,0.533,-0.517663333333333,-0.11399,-0.0931966666666666,0.102123333333333,-0.0415733333333333
"(±)-Propranolol hydrochloride/(S)-Propranolol hydrochloride/Propranolol HCl/S(-)-Propranolol HCl/R-(+)-Propranolol/Propranolol hydrochloride/(R)-Propranolol hydrochloride/Propranolol Hydrochloride ()/(S)-propranolol hydrochloride/propranolol","Propranolol/Propranolol/Propranolol/Propranolol/Propranolol/Propranolol/Propranolol/Propranolol/propranolol/propranolol",4946,"D04JEE",10,"NA/LOPAC/Adrenergic/Adrenergic/Adrenergic/Prestwick/Prestwick/Spectrum/Prestwick/Randall Peterson","?/10 uM/15 uM/15 uM/15 uM/15 uM/15 uM/30 uM/15 uM/?",259.34,"257/257/257/257/257/257/257/257/257/257",FALSE,"284/284/284/284/284/284/284/284/284/284","ADR-B-/ADR-B-1-/ADR-B-/ADR-B-/NaN/ADR-B-/ADR-B-1-/ADR-B-/ADR-B-1-/ADR-B-",0.2388217,0.4908644,0.373675,0.591026,-0.1206734,0.0694359,-0.00547275,-0.182851,0.0695832,-0.2798115,0.2825001,-0.0569964,0.1044352,0.2112458,0.4499215,0.2272465,-0.0207688,-0.015074,0.3961972,-0.07970417,-0.2080378,-0.29838462,-0.0337916,-0.1279239,0.529015,0.134576
"SKF-525A hydrochloride","SKF-525A",65341,NA,1,"LOPAC","10 uM",390,"375",FALSE,"438","MRP-1-",1.2136,1.7584,0.41954,0.52134,0.70988,2.1023,-0.31787,-0.26863,-0.23687,-0.91409,0.56593,-0.36117,0.029729,0.21298,0.67102,0.34148,0.2316,-0.11952,0.46861,-0.27497,-0.056305,0.26126,-0.13702,0.8881,0.39381,0.77489
"Picrotoxin","Picrotoxin",31304,"D0KR9U",1,"LOPAC","10 uM",602.6,"1290",FALSE,"362","GABA-",1.818,0.99893,0.091623,0.51237,2.0046,1.8637,-0.18217,-0.38354,-1.2893,-1.0292,-1.3511,-0.58539,-1.0249,0.47589,-0.12428,0.2239,0.099775,1.6257,-0.17588,0.65076,0.73967,-0.65476,0.76538,-1.0532,0.69108,-0.13885
"4-Phenyl-3-furoxancarbonitrile","4-Phenyl-3-furoxancarbonitrile",1756,NA,1,"LOPAC","10 uM",187.15,"244",FALSE,"42","NO-",3.5413,3.9479,-2.1218,-2.025,209.68,351.26,2.3057,3.3664,-1.806,-1.8002,-2.4318,-1.1423,-2.1876,2.1256,2.9315,-3.3547,-4.4614,0,0,0,0,-1.5153,-1.7552,-3.0384,-2.402,-3.3615
"Pentoxifylline/Pentoxifylline/pentoxifylline/PENTOXIFYLLINE","Pentoxifylline/Pentoxifylline/pentoxifylline/PENTOXIFYLLINE",4740,"D03XTA; D09QEI",4,"LOPAC/Prestwick/Randall Peterson/Spectrum","10 uM/15 uM/?/30 uM",278.31,"426/426/426/426",FALSE,"9/9/9/9","TNF-/TNF-/TNF-/TNF-",0.2096225,0.60187525,0.148035,0.3739325,0.1774775,0.4631845,-0.184823625,-0.184955,0.17695325,-0.22087,0.2966475,0.070755,0.19439575,-0.06982725,0.020365,0.168827,0.2742915,-0.2262875,0.0794175,-0.1567695,-0.06564025,0.06878,0.000633099999999998,-0.07372975,0.045427,-0.0747725
"L-Glutamic acid, N-phthaloyl-","Glutamic acid, N-phthaloyl-",160453,NA,1,"LOPAC","10 uM",277.23,"436",FALSE,"898","EAA-G+",0.73828,1.0543,0.38879,0.44513,0.27651,0.96805,-0.2448,-0.37989,-0.15665,0.0063901,0.32192,0.68198,0.6017,0.48973,0.95171,0.10633,0.020679,0.077791,0.66327,-0.32918,-0.25782,-0.38925,-0.43138,-0.16494,0.16432,0.016045
"Meclofenamic acid sodium/Meclofenamic acid sodium salt monohydrate","Meclofenamic acid/Meclofenamic acid",4037,"D08IFL",2,"LOPAC/Prestwick","10 uM/15 uM",296.1,"327/327",FALSE,"872/872","OX-C-/OX-C-",2.70285,2.8379,-1.761,-1.6117,76.32,88.787,1.08255,1.83571,-1.31295,-1.346015,-1.36535,-1.22767,-1.6342,1.6847,2.4594,-3.24905,-3.5251,8.30665,48.072,1.862963,0.087795,-0.73112,-0.40538,-1.1912,-0.72635,-1.34491
"Milrinone/Milrinone","Milrinone/Milrinone",4197,"D0Y9ZE",2,"LOPAC/Prestwick","10 uM/15 uM",211.22,"419/419",FALSE,"182/182","ES-P-3-/ES-P-3-",0.59023,0.47868,0.5875245,0.5127135,-0.05022,0.0754464,0.145065,-0.2162955,-0.09389565,-0.063153,0.17523,0.18587,0.1955175,0.42575,0.15194,-0.02047,0.04218,0.03843,0.00164,-0.0855715,0.1583705,-0.0944,0.2463025,0.4067165,0.775481,0.7042555
"(±)-alpha-Methyl-4-carboxyphenylglycine/(RS)-a-Ethyl-4-carboxyphenylglycine","alpha-Methyl-4-carboxyphenylglycine/a-Ethyl-4-carboxyphenylglycine",1222,NA,2,"NA/Metabotropic Glutamatergic","?/15 uM",209.2,"271/271",FALSE,"833/833","EAA-G-/EAA-G-",0.724995,0.309915,0.162947,-0.0408225,0.7914345,0.627765,-0.39024,-0.380315,-0.4643,0.0241,0.022584,0.25461,0.145594,0.820685,-0.48349,-0.745855,-0.62497,1.22447,0.032535,-0.270645,0.2719,-0.63478,0.3194875,-0.01725675,0.095985,0.044629
"1-Methylhistamine dihydrochloride","1-Methylhistamine",3614,"D0A4XL",1,"LOPAC","10 uM",125.17,"84",FALSE,"715","HIST-",-0.033236,0.21355,0.24726,-0.001109,-0.12371,0.0027606,-0.32756,-0.27107,0.28329,0.3811,0.29932,0.5153,0.43613,-0.36434,-0.57218,-0.11786,-0.39328,-0.16613,-0.10287,-0.24467,0.86226,0.075993,0.42492,-0.012494,0.23331,0.12775
